fecha,ruta,pasajeros,viajes,dia_semana,mes,festivo,clima
2024-04-07,Ruta B,928,36,6,4,0,Lluvia
2024-04-08,Ruta B,1754,67,0,4,0,Lluvia
2024-04-09,Ruta B,2280,63,1,4,0,Nublado
2024-04-10,Ruta B,2477,88,2,4,0,Soleado
2024-04-11,Ruta B,1897,65,3,4,0,Soleado
2024-04-12,Ruta B,1627,42,4,4,0,Nublado
2024-04-13,Ruta B,1418,39,5,4,0,Nublado
2024-04-14,Ruta B,1372,42,6,4,0,Soleado
2024-04-15,Ruta B,2452,94,0,4,0,Soleado
2024-04-16,Ruta B,2198,81,1,4,0,Soleado
2024-04-17,Ruta B,2102,66,2,4,0,Soleado
2024-04-18,Ruta B,2218,72,3,4,0,Soleado
2024-04-19,Ruta B,2327,55,4,4,0,Soleado
2024-04-20,Ruta B,1369,36,5,4,0,Soleado
2024-04-21,Ruta B,1490,33,6,4,0,Lluvia
2024-04-22,Ruta B,1843,58,0,4,0,Lluvia
2024-04-23,Ruta B,1952,51,1,4,0,Nublado
2024-04-24,Ruta B,1887,70,2,4,0,Lluvia
2024-04-25,Ruta B,1999,77,3,4,0,Soleado
2024-04-26,Ruta B,1940,78,4,4,0,Soleado
2024-04-27,Ruta B,1478,40,5,4,0,Nublado
2024-04-28,Ruta B,1373,30,6,4,0,Nublado
2024-04-29,Ruta B,2666,107,0,4,0,Soleado
2024-04-30,Ruta B,2482,99,1,4,0,Nublado
2024-05-01,Ruta B,2330,80,2,5,1,Lluvia
2024-05-02,Ruta B,2742,83,3,5,0,Nublado
2024-05-03,Ruta B,2511,64,4,5,0,Soleado
2024-05-04,Ruta B,1475,39,5,5,0,Nublado
2024-05-05,Ruta B,1409,35,6,5,0,Soleado
2024-05-06,Ruta B,2150,60,0,5,0,Lluvia
2024-05-07,Ruta B,2602,96,1,5,0,Soleado
2024-05-08,Ruta B,2493,50,2,5,0,Soleado
2024-05-09,Ruta B,2208,53,3,5,0,Nublado
2024-05-10,Ruta B,2047,44,4,5,0,Lluvia
2024-05-11,Ruta B,1226,29,5,5,0,Nublado
2024-05-12,Ruta B,1104,32,6,5,0,Lluvia
2024-05-13,Ruta B,2194,58,0,5,0,Soleado
2024-05-14,Ruta B,2474,56,1,5,0,Soleado
2024-05-15,Ruta B,2165,75,2,5,0,Lluvia
2024-05-16,Ruta B,2026,41,3,5,0,Nublado
2024-05-17,Ruta B,2026,47,4,5,0,Nublado
2024-05-18,Ruta B,1330,42,5,5,0,Nublado
2024-05-19,Ruta B,1082,31,6,5,0,Lluvia
2024-05-20,Ruta B,2281,53,0,5,0,Nublado
2024-05-21,Ruta B,2144,82,1,5,0,Nublado
2024-05-22,Ruta B,2258,61,2,5,0,Nublado
2024-05-23,Ruta B,2091,44,3,5,0,Nublado
2024-05-24,Ruta B,2070,47,4,5,0,Nublado
2024-05-25,Ruta B,1444,29,5,5,0,Soleado
2024-05-26,Ruta B,1091,36,6,5,0,Lluvia
2024-05-27,Ruta B,2429,97,0,5,0,Nublado
2024-05-28,Ruta B,2604,52,1,5,0,Nublado
2024-05-29,Ruta B,2571,68,2,5,0,Nublado
2024-05-30,Ruta B,2356,51,3,5,0,Nublado
2024-05-31,Ruta B,2096,48,4,5,0,Soleado
2024-06-01,Ruta B,1708,40,5,6,0,Soleado
2024-06-02,Ruta B,1720,35,6,6,0,Nublado
2024-06-03,Ruta B,2866,92,0,6,0,Soleado
2024-06-04,Ruta B,2846,58,1,6,0,Nublado
2024-06-05,Ruta B,2658,98,2,6,0,Lluvia
2024-06-06,Ruta B,2587,57,3,6,0,Lluvia
2024-06-07,Ruta B,2659,74,4,6,0,Nublado
2024-06-08,Ruta B,1972,49,5,6,0,Soleado
2024-06-09,Ruta B,1456,49,6,6,0,Soleado
2024-06-10,Ruta B,2824,91,0,6,0,Nublado
2024-06-11,Ruta B,2657,63,1,6,0,Lluvia
2024-06-12,Ruta B,3007,65,2,6,0,Soleado
2024-06-13,Ruta B,2853,65,3,6,0,Soleado
2024-06-14,Ruta B,2543,52,4,6,0,Lluvia
2024-06-15,Ruta B,2052,44,5,6,0,Soleado
2024-06-16,Ruta B,1621,38,6,6,0,Soleado
2024-06-17,Ruta B,2246,86,0,6,0,Lluvia
2024-06-18,Ruta B,2919,108,1,6,0,Soleado
2024-06-19,Ruta B,2507,68,2,6,0,Lluvia
2024-06-20,Ruta B,2763,81,3,6,0,Soleado
2024-06-21,Ruta B,2664,74,4,6,0,Nublado
2024-06-22,Ruta B,1885,63,5,6,0,Soleado
2024-06-23,Ruta B,1718,41,6,6,0,Soleado
2024-06-24,Ruta B,2912,77,0,6,0,Soleado
2024-06-25,Ruta B,2788,68,1,6,0,Soleado
2024-06-26,Ruta B,2700,55,2,6,0,Lluvia
2024-06-27,Ruta B,2863,57,3,6,0,Nublado
2024-06-28,Ruta B,3049,66,4,6,0,Soleado
2024-06-29,Ruta B,1698,46,5,6,0,Lluvia
2024-06-30,Ruta B,1730,47,6,6,0,Soleado
2024-07-01,Ruta B,2982,65,0,7,0,Lluvia
2024-07-02,Ruta B,3169,75,1,7,0,Soleado
2024-07-03,Ruta B,2907,58,2,7,0,Lluvia
2024-07-04,Ruta B,3065,96,3,7,0,Soleado
2024-07-05,Ruta B,2442,61,4,7,0,Lluvia
2024-07-06,Ruta B,1724,42,5,7,0,Soleado
2024-07-07,Ruta B,1510,49,6,7,0,Lluvia
2024-07-08,Ruta B,3270,78,0,7,0,Soleado
2024-07-09,Ruta B,2765,64,1,7,0,Lluvia
2024-07-10,Ruta B,3185,68,2,7,0,Nublado
2024-07-11,Ruta B,2802,97,3,7,0,Soleado
2024-07-12,Ruta B,2987,77,4,7,0,Soleado
2024-07-13,Ruta B,2013,45,5,7,0,Soleado
2024-07-14,Ruta B,1436,46,6,7,0,Lluvia
2024-07-15,Ruta B,2685,56,0,7,0,Lluvia
2024-07-16,Ruta B,3082,99,1,7,0,Nublado
2024-07-17,Ruta B,3212,92,2,7,0,Soleado
2024-07-18,Ruta B,2958,106,3,7,0,Lluvia
2024-07-19,Ruta B,2496,59,4,7,0,Lluvia
2024-07-20,Ruta B,1996,57,5,7,0,Nublado
2024-07-21,Ruta B,1452,30,6,7,0,Lluvia
2024-07-22,Ruta B,3008,88,0,7,0,Nublado
2024-07-23,Ruta B,2876,99,1,7,0,Lluvia
2024-07-24,Ruta B,3519,84,2,7,0,Soleado
2024-07-25,Ruta B,2659,59,3,7,0,Soleado
2024-07-26,Ruta B,2799,85,4,7,0,Lluvia
2024-07-27,Ruta B,2663,107,5,7,0,Soleado
2024-07-28,Ruta B,1879,72,6,7,1,Nublado
2024-07-29,Ruta B,3110,124,0,7,1,Lluvia
2024-07-30,Ruta B,3191,110,1,7,0,Lluvia
2024-07-31,Ruta B,3128,104,2,7,0,Nublado
2024-08-01,Ruta B,2138,82,3,8,0,Lluvia
2024-08-02,Ruta B,2276,62,4,8,0,Soleado
2024-08-03,Ruta B,1482,48,5,8,0,Nublado
2024-08-04,Ruta B,1915,60,6,8,0,Soleado
2024-08-05,Ruta B,2415,80,0,8,0,Nublado
2024-08-06,Ruta B,2485,55,1,8,0,Soleado
2024-08-07,Ruta B,2195,45,2,8,0,Lluvia
2024-08-08,Ruta B,2548,52,3,8,0,Soleado
2024-08-09,Ruta B,2231,52,4,8,0,Soleado
2024-08-10,Ruta B,1480,42,5,8,0,Lluvia
2024-08-11,Ruta B,1362,44,6,8,0,Soleado
2024-08-12,Ruta B,2313,80,0,8,0,Nublado
2024-08-13,Ruta B,2557,102,1,8,0,Lluvia
2024-08-14,Ruta B,2947,60,2,8,0,Soleado
2024-08-15,Ruta B,2653,62,3,8,0,Soleado
2024-08-16,Ruta B,1826,70,4,8,0,Lluvia
2024-08-17,Ruta B,1653,52,5,8,0,Soleado
2024-08-18,Ruta B,1079,25,6,8,0,Lluvia
2024-08-19,Ruta B,2151,67,0,8,0,Lluvia
2024-08-20,Ruta B,2287,60,1,8,0,Lluvia
2024-08-21,Ruta B,2478,56,2,8,0,Soleado
2024-08-22,Ruta B,2347,63,3,8,0,Lluvia
2024-08-23,Ruta B,2265,61,4,8,0,Soleado
2024-08-24,Ruta B,1423,32,5,8,0,Lluvia
2024-08-25,Ruta B,1529,49,6,8,0,Soleado
2024-08-26,Ruta B,2652,70,0,8,0,Soleado
2024-08-27,Ruta B,2713,57,1,8,0,Soleado
2024-08-28,Ruta B,2385,64,2,8,0,Nublado
2024-08-29,Ruta B,2680,77,3,8,0,Soleado
2024-08-30,Ruta B,2470,62,4,8,0,Soleado
2024-08-31,Ruta B,1310,29,5,8,0,Lluvia
2024-09-01,Ruta B,1278,30,6,9,0,Soleado
2024-09-02,Ruta B,1928,43,0,9,0,Lluvia
2024-09-03,Ruta B,2432,54,1,9,0,Soleado
2024-09-04,Ruta B,1922,69,2,9,0,Lluvia
2024-09-05,Ruta B,2215,54,3,9,0,Soleado
2024-09-06,Ruta B,1915,68,4,9,0,Lluvia
2024-09-07,Ruta B,1553,34,5,9,0,Soleado
2024-09-08,Ruta B,1008,28,6,9,0,Lluvia
2024-09-09,Ruta B,1844,46,0,9,0,Soleado
2024-09-10,Ruta B,1896,70,1,9,0,Lluvia
2024-09-11,Ruta B,2529,77,2,9,0,Nublado
2024-09-12,Ruta B,2293,79,3,9,0,Nublado
2024-09-13,Ruta B,1921,56,4,9,0,Lluvia
2024-09-14,Ruta B,1254,38,5,9,0,Soleado
2024-09-15,Ruta B,1215,25,6,9,0,Nublado
2024-09-16,Ruta B,2148,44,0,9,0,Soleado
2024-09-17,Ruta B,1916,64,1,9,0,Lluvia
2024-09-18,Ruta B,2456,60,2,9,0,Nublado
2024-09-19,Ruta B,1996,40,3,9,0,Soleado
2024-09-20,Ruta B,2280,60,4,9,0,Nublado
2024-09-21,Ruta B,1342,30,5,9,0,Soleado
2024-09-22,Ruta B,1685,38,6,9,0,Soleado
2024-09-23,Ruta B,2096,70,0,9,0,Nublado
2024-09-24,Ruta B,2458,91,1,9,0,Soleado
2024-09-25,Ruta B,2050,41,2,9,0,Lluvia
2024-09-26,Ruta B,2070,83,3,9,0,Nublado
2024-09-27,Ruta B,2015,58,4,9,0,Soleado
2024-09-28,Ruta B,1230,32,5,9,0,Lluvia
2024-09-29,Ruta B,830,29,6,9,0,Lluvia
2024-09-30,Ruta B,2075,48,0,9,0,Lluvia
2024-10-01,Ruta B,1966,45,1,10,0,Lluvia
2024-10-02,Ruta B,1999,41,2,10,0,Soleado
2024-10-03,Ruta B,2224,57,3,10,0,Lluvia
2024-10-04,Ruta B,2135,61,4,10,0,Nublado
2024-10-05,Ruta B,1408,31,5,10,0,Soleado
2024-10-06,Ruta B,1381,43,6,10,0,Soleado
2024-10-07,Ruta B,1950,41,0,10,0,Nublado
2024-10-08,Ruta B,1708,59,1,10,0,Lluvia
2024-10-09,Ruta B,1993,59,2,10,0,Soleado
2024-10-10,Ruta B,2309,48,3,10,0,Soleado
2024-10-11,Ruta B,1975,45,4,10,0,Nublado
2024-10-12,Ruta B,1219,30,5,10,0,Lluvia
2024-10-13,Ruta B,1195,40,6,10,0,Nublado
2024-10-14,Ruta B,2311,49,0,10,0,Soleado
2024-10-15,Ruta B,2782,62,1,10,0,Soleado
2024-10-16,Ruta B,2341,76,2,10,0,Soleado
2024-10-17,Ruta B,2194,88,3,10,0,Lluvia
2024-10-18,Ruta B,1922,45,4,10,0,Lluvia
2024-10-19,Ruta B,1549,48,5,10,0,Soleado
2024-10-20,Ruta B,1504,41,6,10,0,Nublado
2024-10-21,Ruta B,2209,85,0,10,0,Nublado
2024-10-22,Ruta B,2059,59,1,10,0,Lluvia
2024-10-23,Ruta B,1859,41,2,10,0,Lluvia
2024-10-24,Ruta B,2275,52,3,10,0,Soleado
2024-10-25,Ruta B,1524,46,4,10,0,Lluvia
2024-10-26,Ruta B,1365,37,5,10,0,Nublado
2024-10-27,Ruta B,1300,27,6,10,0,Soleado
2024-10-28,Ruta B,2351,71,0,10,0,Soleado
2024-10-29,Ruta B,2272,48,1,10,0,Nublado
2024-10-30,Ruta B,2240,51,2,10,0,Soleado
2024-10-31,Ruta B,2009,44,3,10,0,Nublado
2024-11-01,Ruta B,2004,48,4,11,0,Lluvia
2024-11-02,Ruta B,1274,33,5,11,0,Nublado
2024-11-03,Ruta B,1165,33,6,11,0,Soleado
2024-11-04,Ruta B,2194,55,0,11,0,Soleado
2024-11-05,Ruta B,2080,77,1,11,0,Soleado
2024-11-06,Ruta B,1964,79,2,11,0,Nublado
2024-11-07,Ruta B,1969,52,3,11,0,Nublado
2024-11-08,Ruta B,2049,62,4,11,0,Soleado
2024-11-09,Ruta B,1344,35,5,11,0,Soleado
2024-11-10,Ruta B,1023,35,6,11,0,Lluvia
2024-11-11,Ruta B,2261,58,0,11,0,Soleado
2024-11-12,Ruta B,1944,56,1,11,0,Nublado
2024-11-13,Ruta B,2014,53,2,11,0,Nublado
2024-11-14,Ruta B,1870,75,3,11,0,Soleado
2024-11-15,Ruta B,1903,54,4,11,0,Soleado
2024-11-16,Ruta B,1249,25,5,11,0,Nublado
2024-11-17,Ruta B,950,23,6,11,0,Nublado
2024-11-18,Ruta B,2075,42,0,11,0,Nublado
2024-11-19,Ruta B,2090,61,1,11,0,Nublado
2024-11-20,Ruta B,2106,70,2,11,0,Soleado
2024-11-21,Ruta B,1970,53,3,11,0,Soleado
2024-11-22,Ruta B,2129,59,4,11,0,Soleado
2024-11-23,Ruta B,1380,53,5,11,0,Nublado
2024-11-24,Ruta B,1427,29,6,11,0,Soleado
2024-11-25,Ruta B,2168,57,0,11,0,Soleado
2024-11-26,Ruta B,2050,46,1,11,0,Nublado
2024-11-27,Ruta B,1914,41,2,11,0,Nublado
2024-11-28,Ruta B,1972,47,3,11,0,Nublado
2024-11-29,Ruta B,2046,64,4,11,0,Soleado
2024-11-30,Ruta B,1163,23,5,11,0,Lluvia
2024-12-01,Ruta B,1591,35,6,12,0,Lluvia
2024-12-02,Ruta B,2898,69,0,12,0,Soleado
2024-12-03,Ruta B,3002,81,1,12,0,Soleado
2024-12-04,Ruta B,3189,86,2,12,0,Soleado
2024-12-05,Ruta B,3053,83,3,12,0,Soleado
2024-12-06,Ruta B,2746,83,4,12,0,Soleado
2024-12-07,Ruta B,1641,53,5,12,0,Lluvia
2024-12-08,Ruta B,1736,40,6,12,0,Soleado
2024-12-09,Ruta B,3084,63,0,12,0,Nublado
2024-12-10,Ruta B,2499,56,1,12,0,Soleado
2024-12-11,Ruta B,3172,96,2,12,0,Soleado
2024-12-12,Ruta B,2864,110,3,12,0,Soleado
2024-12-13,Ruta B,2843,68,4,12,0,Nublado
2024-12-14,Ruta B,2081,48,5,12,0,Soleado
2024-12-15,Ruta B,1978,57,6,12,0,Soleado
2024-12-16,Ruta B,2771,92,0,12,0,Soleado
2024-12-17,Ruta B,3110,107,1,12,0,Soleado
2024-12-18,Ruta B,2464,70,2,12,0,Lluvia
2024-12-19,Ruta B,3033,82,3,12,0,Nublado
2024-12-20,Ruta B,2416,86,4,12,0,Lluvia
2024-12-21,Ruta B,1512,49,5,12,0,Lluvia
2024-12-22,Ruta B,1781,47,6,12,0,Nublado
2024-12-23,Ruta B,2793,74,0,12,0,Lluvia
2024-12-24,Ruta B,3243,70,1,12,0,Soleado
2024-12-25,Ruta B,3022,69,2,12,1,Soleado
2024-12-26,Ruta B,2911,77,3,12,0,Lluvia
2024-12-27,Ruta B,2500,96,4,12,0,Lluvia
2024-12-28,Ruta B,2005,80,5,12,0,Soleado
2024-12-29,Ruta B,1422,28,6,12,0,Lluvia
2024-12-30,Ruta B,3430,111,0,12,0,Soleado
2024-12-31,Ruta B,3290,67,1,12,0,Lluvia
2025-01-01,Ruta B,2181,84,2,1,1,Lluvia
2025-01-02,Ruta B,2187,68,3,1,0,Nublado
2025-01-03,Ruta B,1957,75,4,1,0,Lluvia
2025-01-04,Ruta B,1334,27,5,1,0,Soleado
2025-01-05,Ruta B,1341,50,6,1,0,Soleado
2025-01-06,Ruta B,1935,39,0,1,0,Soleado
2025-01-07,Ruta B,2367,79,1,1,0,Soleado
2025-01-08,Ruta B,2140,44,2,1,0,Soleado
2025-01-09,Ruta B,1904,44,3,1,0,Lluvia
2025-01-10,Ruta B,2111,84,4,1,0,Nublado
2025-01-11,Ruta B,1401,50,5,1,0,Soleado
2025-01-12,Ruta B,1091,31,6,1,0,Lluvia
2025-01-13,Ruta B,2091,57,0,1,0,Soleado
2025-01-14,Ruta B,2196,59,1,1,0,Lluvia
2025-01-15,Ruta B,2376,70,2,1,0,Soleado
2025-01-16,Ruta B,2003,47,3,1,0,Soleado
2025-01-17,Ruta B,2259,71,4,1,0,Soleado
2025-01-18,Ruta B,1313,29,5,1,0,Nublado
2025-01-19,Ruta B,1279,31,6,1,0,Soleado
2025-01-20,Ruta B,2079,63,0,1,0,Soleado
2025-01-21,Ruta B,2076,59,1,1,0,Soleado
2025-01-22,Ruta B,1993,47,2,1,0,Soleado
2025-01-23,Ruta B,1608,55,3,1,0,Lluvia
2025-01-24,Ruta B,1941,61,4,1,0,Nublado
2025-01-25,Ruta B,1131,40,5,1,0,Lluvia
2025-01-26,Ruta B,1322,43,6,1,0,Soleado
2025-01-27,Ruta B,1885,75,0,1,0,Soleado
2025-01-28,Ruta B,1981,48,1,1,0,Lluvia
2025-01-29,Ruta B,2175,81,2,1,0,Nublado
2025-01-30,Ruta B,2645,68,3,1,0,Soleado
2025-01-31,Ruta B,1733,53,4,1,0,Lluvia
2025-02-01,Ruta B,1419,32,5,2,0,Nublado
2025-02-02,Ruta B,1479,46,6,2,0,Soleado
2025-02-03,Ruta B,1972,46,0,2,0,Soleado
2025-02-04,Ruta B,1977,62,1,2,0,Lluvia
2025-02-05,Ruta B,1895,51,2,2,0,Lluvia
2025-02-06,Ruta B,1793,58,3,2,0,Lluvia
2025-02-07,Ruta B,2024,42,4,2,0,Nublado
2025-02-08,Ruta B,1230,29,5,2,0,Lluvia
2025-02-09,Ruta B,1077,35,6,2,0,Nublado
2025-02-10,Ruta B,2210,58,0,2,0,Soleado
2025-02-11,Ruta B,2158,50,1,2,0,Soleado
2025-02-12,Ruta B,2024,58,2,2,0,Nublado
2025-02-13,Ruta B,1956,43,3,2,0,Soleado
2025-02-14,Ruta B,1936,41,4,2,0,Soleado
2025-02-15,Ruta B,1571,40,5,2,0,Soleado
2025-02-16,Ruta B,1138,27,6,2,0,Soleado
2025-02-17,Ruta B,2067,53,0,2,0,Soleado
2025-02-18,Ruta B,2221,63,1,2,0,Soleado
2025-02-19,Ruta B,2282,88,2,2,0,Soleado
2025-02-20,Ruta B,2286,91,3,2,0,Soleado
2025-02-21,Ruta B,1884,55,4,2,0,Lluvia
2025-02-22,Ruta B,1673,40,5,2,0,Soleado
2025-02-23,Ruta B,1167,40,6,2,0,Soleado
2025-02-24,Ruta B,2061,57,0,2,0,Soleado
2025-02-25,Ruta B,1977,64,1,2,0,Nublado
2025-02-26,Ruta B,2243,86,2,2,0,Soleado
2025-02-27,Ruta B,2038,78,3,2,0,Lluvia
2025-02-28,Ruta B,1671,33,4,2,0,Lluvia
2025-03-01,Ruta B,1257,29,5,3,0,Nublado
2025-03-02,Ruta B,1188,34,6,3,0,Lluvia
2025-03-03,Ruta B,1877,38,0,3,0,Nublado
2025-03-04,Ruta B,2304,74,1,3,0,Soleado
2025-03-05,Ruta B,1999,44,2,3,0,Soleado
2025-03-06,Ruta B,2195,51,3,3,0,Nublado
2025-03-07,Ruta B,1868,47,4,3,0,Lluvia
2025-03-08,Ruta B,935,21,5,3,0,Lluvia
2025-03-09,Ruta B,1281,31,6,3,0,Nublado
2025-03-10,Ruta B,2584,72,0,3,0,Soleado
2025-03-11,Ruta B,2226,54,1,3,0,Nublado
2025-03-12,Ruta B,1904,38,2,3,0,Lluvia
2025-03-13,Ruta B,1872,43,3,3,0,Nublado
2025-03-14,Ruta B,2144,65,4,3,0,Soleado
2025-03-15,Ruta B,970,26,5,3,0,Lluvia
2025-03-16,Ruta B,1358,34,6,3,0,Soleado
2025-03-17,Ruta B,2230,60,0,3,0,Soleado
2025-03-18,Ruta B,2465,85,1,3,0,Nublado
2025-03-19,Ruta B,2328,78,2,3,0,Soleado
2025-03-20,Ruta B,2486,62,3,3,0,Soleado
2025-03-21,Ruta B,2130,51,4,3,0,Nublado
2025-03-22,Ruta B,1367,38,5,3,0,Nublado
2025-03-23,Ruta B,1256,29,6,3,0,Nublado
2025-03-24,Ruta B,1995,50,0,3,0,Lluvia
2025-03-25,Ruta B,2508,63,1,3,0,Soleado
2025-03-26,Ruta B,2050,47,2,3,0,Lluvia
2025-03-27,Ruta B,1999,43,3,3,0,Soleado
2025-03-28,Ruta B,2057,60,4,3,0,Soleado
2025-03-29,Ruta B,1297,28,5,3,0,Lluvia
2025-03-30,Ruta B,1291,30,6,3,0,Lluvia
2025-03-31,Ruta B,2235,51,0,3,0,Soleado
2025-04-01,Ruta B,2283,57,1,4,0,Lluvia
2025-04-02,Ruta B,2348,76,2,4,0,Soleado
2025-04-03,Ruta B,2097,44,3,4,0,Nublado
2025-04-04,Ruta B,2128,49,4,4,0,Nublado
2025-04-05,Ruta B,1713,36,5,4,0,Soleado
2025-04-06,Ruta B,1506,39,6,4,0,Soleado
2025-04-07,Ruta B,1893,53,0,4,0,Lluvia
2025-04-08,Ruta B,2245,66,1,4,0,Nublado
2025-04-09,Ruta B,2697,96,2,4,0,Soleado
2025-04-10,Ruta B,2200,63,3,4,0,Nublado
2025-04-11,Ruta B,2140,59,4,4,0,Nublado
2025-04-12,Ruta B,1636,36,5,4,0,Soleado
2025-04-13,Ruta B,1090,28,6,4,0,Lluvia
2025-04-14,Ruta B,2452,65,0,4,0,Nublado
2025-04-15,Ruta B,2384,49,1,4,0,Soleado
2025-04-16,Ruta B,2111,66,2,4,0,Soleado
2025-04-17,Ruta B,1864,37,3,4,0,Lluvia
2025-04-18,Ruta B,2440,52,4,4,0,Soleado
2025-04-19,Ruta B,1490,32,5,4,0,Soleado
2025-04-20,Ruta B,1101,39,6,4,0,Nublado
2025-04-21,Ruta B,2013,63,0,4,0,Lluvia
2025-04-22,Ruta B,2188,53,1,4,0,Nublado
2025-04-23,Ruta B,1830,41,2,4,0,Lluvia
2025-04-24,Ruta B,2288,67,3,4,0,Nublado
2025-04-25,Ruta B,2017,52,4,4,0,Soleado
2025-04-26,Ruta B,1466,33,5,4,0,Soleado
2025-04-27,Ruta B,1381,36,6,4,0,Nublado
2025-04-28,Ruta B,1946,41,0,4,0,Lluvia
2025-04-29,Ruta B,2215,57,1,4,0,Lluvia
2025-04-30,Ruta B,2431,84,2,4,0,Nublado
2025-05-01,Ruta B,2442,90,3,5,1,Lluvia
2025-05-02,Ruta B,2365,74,4,5,0,Nublado
2025-05-03,Ruta B,1722,45,5,5,0,Soleado
2025-05-04,Ruta B,1376,51,6,5,0,Soleado
2025-05-05,Ruta B,1970,66,0,5,0,Lluvia
2025-05-06,Ruta B,2288,60,1,5,0,Nublado
2025-05-07,Ruta B,2411,56,2,5,0,Soleado
2025-05-08,Ruta B,2039,73,3,5,0,Nublado
2025-05-09,Ruta B,2020,42,4,5,0,Nublado
2025-05-10,Ruta B,1361,52,5,5,0,Soleado
2025-05-11,Ruta B,1324,51,6,5,0,Soleado
2025-05-12,Ruta B,2079,45,0,5,0,Nublado
2025-05-13,Ruta B,2233,70,1,5,0,Soleado
2025-05-14,Ruta B,2355,76,2,5,0,Nublado
2025-05-15,Ruta B,2747,81,3,5,0,Soleado
2025-05-16,Ruta B,1988,40,4,5,0,Nublado
2025-05-17,Ruta B,1680,38,5,5,0,Soleado
2025-05-18,Ruta B,1256,42,6,5,0,Lluvia
2025-05-19,Ruta B,2266,45,0,5,0,Nublado
2025-05-20,Ruta B,2155,80,1,5,0,Lluvia
2025-05-21,Ruta B,2514,72,2,5,0,Nublado
2025-05-22,Ruta B,1955,51,3,5,0,Lluvia
2025-05-23,Ruta B,2124,42,4,5,0,Nublado
2025-05-24,Ruta B,1519,30,5,5,0,Soleado
2025-05-25,Ruta B,1524,34,6,5,0,Nublado
2025-05-26,Ruta B,2220,65,0,5,0,Nublado
2025-05-27,Ruta B,2446,76,1,5,0,Soleado
2025-05-28,Ruta B,2133,51,2,5,0,Nublado
2025-05-29,Ruta B,2104,55,3,5,0,Nublado
2025-05-30,Ruta B,2308,82,4,5,0,Soleado
2025-05-31,Ruta B,1354,38,5,5,0,Nublado
2025-06-01,Ruta B,1582,32,6,6,0,Lluvia
2025-06-02,Ruta B,2851,75,0,6,0,Soleado
2025-06-03,Ruta B,2841,89,1,6,0,Soleado
2025-06-04,Ruta B,2817,78,2,6,0,Soleado
2025-06-05,Ruta B,3068,106,3,6,0,Soleado
2025-06-06,Ruta B,2743,76,4,6,0,Lluvia
2025-06-07,Ruta B,1889,43,5,6,0,Nublado
2025-06-08,Ruta B,1946,44,6,6,0,Soleado
2025-06-09,Ruta B,3071,106,0,6,0,Soleado
2025-06-10,Ruta B,3181,82,1,6,0,Nublado
2025-06-11,Ruta B,2477,92,2,6,0,Soleado
2025-06-12,Ruta B,2239,55,3,6,0,Lluvia
2025-06-13,Ruta B,3155,81,4,6,0,Nublado
2025-06-14,Ruta B,1902,38,5,6,0,Soleado
2025-06-15,Ruta B,1591,40,6,6,0,Lluvia
2025-06-16,Ruta B,2839,101,0,6,0,Soleado
2025-06-17,Ruta B,2414,48,1,6,0,Lluvia
2025-06-18,Ruta B,2596,59,2,6,0,Lluvia
2025-06-19,Ruta B,2622,67,3,6,0,Soleado
2025-06-20,Ruta B,2932,67,4,6,0,Soleado
2025-06-21,Ruta B,1486,34,5,6,0,Lluvia
2025-06-22,Ruta B,1400,44,6,6,0,Lluvia
2025-06-23,Ruta B,2211,65,0,6,0,Lluvia
2025-06-24,Ruta B,3334,78,1,6,0,Soleado
2025-06-25,Ruta B,3208,80,2,6,0,Nublado
2025-06-26,Ruta B,3029,82,3,6,0,Soleado
2025-06-27,Ruta B,2620,61,4,6,0,Soleado
2025-06-28,Ruta B,2264,47,5,6,0,Soleado
2025-06-29,Ruta B,1671,41,6,6,0,Soleado
2025-06-30,Ruta B,2981,66,0,6,0,Soleado
2025-07-01,Ruta B,3098,70,1,7,0,Soleado
2025-07-02,Ruta B,3036,89,2,7,0,Soleado
2025-07-03,Ruta B,3327,92,3,7,0,Soleado
2025-07-04,Ruta B,2262,58,4,7,0,Lluvia
2025-07-05,Ruta B,1718,45,5,7,0,Lluvia
2025-07-06,Ruta B,1947,40,6,7,0,Soleado
2025-07-07,Ruta B,2570,58,0,7,0,Lluvia
2025-07-08,Ruta B,2752,55,1,7,0,Lluvia
2025-07-09,Ruta B,2980,63,2,7,0,Soleado
2025-07-10,Ruta B,2684,89,3,7,0,Lluvia
2025-07-11,Ruta B,2624,69,4,7,0,Soleado
2025-07-12,Ruta B,1833,61,5,7,0,Lluvia
2025-07-13,Ruta B,1658,33,6,7,0,Nublado
2025-07-14,Ruta B,3078,114,0,7,0,Soleado
2025-07-15,Ruta B,3075,62,1,7,0,Lluvia
2025-07-16,Ruta B,2876,111,2,7,0,Lluvia
2025-07-17,Ruta B,3100,67,3,7,0,Soleado
2025-07-18,Ruta B,2575,63,4,7,0,Soleado
2025-07-19,Ruta B,1874,39,5,7,0,Soleado
2025-07-20,Ruta B,1922,57,6,7,0,Soleado
2025-07-21,Ruta B,3127,95,0,7,0,Soleado
2025-07-22,Ruta B,3368,82,1,7,0,Soleado
2025-07-23,Ruta B,2863,58,2,7,0,Lluvia
2025-07-24,Ruta B,3519,104,3,7,0,Soleado
2025-07-25,Ruta B,3062,122,4,7,0,Soleado
2025-07-26,Ruta B,2091,75,5,7,0,Lluvia
2025-07-27,Ruta B,1396,32,6,7,0,Lluvia
